ПАВЛОВА НИНА БОРИСОВНА;3521 481034;820439344 83;кровотечение;Хирург;2025-08-23T20:15;биохимический анализ крови;2025-08-26T09:25;850;4986 2998 6953 5249
ЖУРАВЛЕВА ТАТЬЯНА АНДРЕЕВНА;6613 422506;037163959 66;головная боль;Терапевт;2025-04-30T11:40;общий анализ крови, рентген грудной клетки, общий анализ мочи, биохимический анализ крови;2025-05-03T10:45;3190;4306 4396 3200 8197
СЕМЕНОВА ЛЮДМИЛА АЛЕКСЕЕВНА;6624 222371;492887676 74;слезотечение, покраснение глаз;Офтальмолог;2025-01-08T13:15;офтальмоскопия;2025-01-10T11:45;600;5112 2387 4934 2552
СМИРНОВ ВИКТОР СЕРГЕЕВИЧ;2818 292812;216084650 51;кровотечение, боль в животе, припухлость, высокая температура;Хирург;2025-09-19T14:40;биохимический анализ крови;2025-09-21T12:05;850;4986 2960 2193 4429
БЕЛОВА АННА БОРИСОВНА;4023 506841;391855527 23;кашель;Педиатр;2025-07-30T18:20;общий анализ крови, общий анализ мочи;2025-08-01T09:20;1140;5389 9443 7353 2111
АЛЕКСЕЕВА АННА ФЕДОРОВНА;4616 875712;912788292 41;зубная боль;Стоматолог-хирург;2025-04-29T16:20;рентген зубов;2025-04-30T11:20;700;4306 4361 5433 5163
СЕРГЕЕВ МИХАИЛ СЕРГЕЕВИЧ;1711 212597;089056869 19;одышка;Терапевт;2025-11-03T13:30;биохимический анализ крови, рентген грудной клетки;2025-11-05T11:40;2050;2200 5697 9283 4227
ВОРОБЬЕВА ЕЛЕНА АЛЕКСЕЕВНА;4108 439156;068731404 80;частые позывы, боль в пояснице, боль при мочеиспускании;Уролог;2025-11-17T17:45;общий анализ мочи;2025-11-20T09:55;290;4306 4375 1221 7144
КОЗЛОВА МАРИЯ АЛЕКСЕЕВНА;1708 643638;998206093 64;одышка, головная боль, кашель, слабость, повышение температуры;Терапевт;2025-12-28T17:15;общий анализ мочи, рентген грудной клетки, биохимический анализ крови;2025-12-29T11:45;2340;4377 7390 1292 1101
БОРИСОВА ГАЛИНА АНАТОЛЬЕВНА;1707 529494;416658467 08;кашель, головная боль, слабость, одышка;Терапевт;2025-11-27T16:50;общий анализ крови, рентген грудной клетки, биохимический анализ крови, общий анализ мочи;2025-11-30T10:45;3190;2200 7054 1153 6403
ГУСЕВА ОЛЬГА ИГОРЕВНА;1722 259973;989463193 96;кашель, слабость, одышка, повышение температуры, головная боль;Терапевт;2025-09-24T19:20;биохимический анализ крови;2025-09-25T12:45;850;4306 4363 9689 3999
ЗАЙЦЕВ СЕРГЕЙ ИВАНОВИЧ;4618 240367;238419527 88;рубцы, пигментация, акне;Косметолог;2025-03-29T12:10;соскоб кожи;2025-03-31T12:10;700;5389 9444 2180 5310
СМИРНОВ ЭДУАРД ЮРЬЕВИЧ;5821 933237;866817180 60;повышение температуры, головная боль;Терапевт;2025-05-20T11:55;общий анализ мочи, рентген грудной клетки, биохимический анализ крови;2025-05-23T11:55;2340;5112 2341 6868 2441
ЖУРАВЛЕВА ТАТЬЯНА АНДРЕЕВНА;6613 422506;037163959 66;боль после травмы, отеки;Травматолог-ортопед;2025-02-17T16:25;рентген сустава, общий анализ крови, МРТ сустава;2025-02-19T12:05;8850;4306 4346 8361 9023
СЕРГЕЕВА ТАМАРА ГРИГОРЬЕВНА;5816 278900;804757684 31;кашель, повышение температуры, головная боль, слабость;Терапевт;2025-06-26T11:00;биохимический анализ крови, общий анализ мочи;2025-06-29T10:10;1140;2200 5671 7706 6521
ПАВЛОВА ВЕРА ПЕТРОВНА;1722 419106;577454031 20;деформации, нарушение движений, боль после травмы;Травматолог-ортопед;2025-11-18T11:25;рентген сустава;2025-11-20T12:55;1500;5211 9487 4437 1401
ФЕДОРОВ АНДРЕЙ АНДРЕЕВИЧ;2812 826957;928523245 22;одышка;Терапевт;2025-09-01T19:35;рентген грудной клетки, общий анализ крови;2025-09-03T12:45;2050;2200 4031 2234 7588
ГУСЕВА ОЛЬГА ИГОРЕВНА;1722 259973;989463193 96;отеки, изменение цвета мочи, повышенное давление;Нефролог;2025-04-09T18:55;общий анализ мочи;2025-04-12T12:30;290;2200 5620 5867 7600
МОРОЗОВА ВАЛЕНТИНА АФАНАСЬЕВНА;1720 770424;464194996 28;боль при мочеиспускании, кровь в моче;Уролог;2025-12-12T10:15;УЗИ почек и мочевого пузыря, общий анализ мочи, бактериологический посев мочи;2025-12-13T10:25;3690;2200 7012 1946 5667
СМИРНОВА АНТОНИНА ДМИТРИЕВНА;4610 779924;157597021 04;депрессия, панические атаки;Психиатр;2025-05-21T09:30;психодиагностика;2025-05-24T12:25;5000;5112 2335 3243 2162
ЖУКОВА ВАЛЕНТИНА СЕРГЕЕВНА;3516 314230;497421444 17;кровь в моче;Уролог;2025-10-05T15:20;бактериологический посев мочи, УЗИ почек и мочевого пузыря;2025-10-07T12:10;3400;4039 3365 1573 4946
СМИРНОВА ВЕРОНИКА ФЕДОРОВНА;4118 428428;133800897 50;кашель, головная боль;Терапевт;2025-11-28T19:10;рентген грудной клетки, общий анализ крови;2025-11-30T09:40;2050;5112 2382 4047 4080
ФРОЛОВА АННА СТЕПАНОВНА;2818 376614;135274513 50;частые позывы;Уролог;2025-07-07T12:50;УЗИ почек и мочевого пузыря;2025-07-10T10:10;2500;2200 4052 3298 3515
КОРОЛЕВА НАТАЛЬЯ ЭДУАРДОВНА;5807 743941;045248013 35;боль после травмы, отеки, деформации, боль в суставах;Травматолог-ортопед;2025-03-03T09:10;МРТ сустава, общий анализ крови, рентген сустава;2025-03-05T10:15;8850;2200 4034 6308 8607
СМИРНОВ АЛЕКСАНДР ПЕТРОВИЧ;3520 845933;648015861 02;усталость, жажда, подбор терапии при диабете;Диабетолог;2025-11-19T11:30;анализа на гликированный гемоглобин;2025-11-20T12:30;900;4986 2989 3556 8923
РОМАНОВА НАДЕЖДА СЕРГЕЕВНА;6623 526800;666499748 84;кашель, повышение температуры, одышка;Терапевт;2025-04-21T13:35;общий анализ крови, рентген грудной клетки, общий анализ мочи;2025-04-23T10:10;2340;5112 2371 2374 2995
СЕРГЕЕВ ВАДИМ ЮРЬЕВИЧ;4011 878650;873435048 22;кашель;Пульмонолог;2025-12-21T20:35;общий анализ крови, рентген грудной клетки;2025-12-24T09:35;2050;4986 2916 9840 9587
НОВИКОВА ВАЛЕНТИНА ВИКТОРОВНА;4025 836624;724051106 44;анемия, синяки, кровотечения;Гематолог;2025-05-07T16:35;коагулограмма;2025-05-09T10:55;800;5112 2359 2808 8637
МОРОЗОВ СЕРГЕЙ ЛЬВОВИЧ;2824 876571;343635289 81;новообразования на коже, покраснение, шелушение, сыпь;Дерматолог;2025-04-24T11:15;соскоб кожи на грибки;2025-04-25T11:15;700;5112 2320 6341 6197
ЕГОРОВА ЗОЯ АЛЕКСАНДРОВНА;6625 844235;204571342 33;необычные уплотнения, длительные боли, родинки, снижение веса;Онколог;2025-03-20T19:15;общий анализ крови;2025-03-22T12:15;850;4306 4365 7861 5289
СТЕПАНОВ ВАЛЕРИЙ ВЛАДИМИРОВИЧ;4612 592651;172692902 96;головная боль;Терапевт;2025-09-05T13:55;общий анализ мочи, биохимический анализ крови, общий анализ крови;2025-09-08T11:45;1990;5112 2334 4112 5088
МОРОЗОВА ЛЮБОВЬ СЕРГЕЕВНА;4916 159861;496949147 76;потливость;Эндокринолог;2025-06-07T17:20;ТТГ;2025-06-10T10:30;410;4986 2961 3016 1744
СЕРГЕЕВА МАРИЯ ГАВРИЛОВНА;5825 844422;323389747 93;слезотечение;Аллерголог-иммунолог;2025-02-17T13:10;аллергопробы, общий анализ крови;2025-02-19T10:10;2850;4306 4365 3757 2526
ГУСЕВА НАТАЛЬЯ АНДРЕЕВНА;3516 408610;807993675 67;одышка, головная боль, кашель, повышение температуры;Терапевт;2025-01-24T13:00;общий анализ мочи, биохимический анализ крови, рентген грудной клетки;2025-01-25T11:15;2340;2202 2092 2852 1059
МОРОЗОВ СЕРГЕЙ ЛЬВОВИЧ;2824 876571;343635289 81;сыпь;Педиатр;2025-11-19T17:30;биохимический анализ крови;2025-11-22T10:10;850;5228 6087 4088 1418
КУЗНЕЦОВ ЮРИЙ АЛЕКСАНДРОВИЧ;4915 172014;723271670 82;одышка, повышение температуры, головная боль, кашель, слабость;Терапевт;2025-01-15T09:25;рентген грудной клетки;2025-01-16T12:25;1200;2200 5685 6774 2707
ГУСЕВ ИГОРЬ БОРИСОВИЧ;4620 163720;871079626 32;судороги, последствия инсультов, последствия черепно-мозговых травм;Неврореаниматолог;2025-06-03T16:20;МРТ головного мозга, общий анализ крови;2025-06-06T10:05;8350;4377 7352 9153 4047
ЗАХАРОВА ИРИНА ИВАНОВНА;3522 149589;613661010 54;бесплодие, низкое либидо, нарушения эрекции, боль в яичках;Андролог;2025-09-03T18:40;спермограмма;2025-09-05T11:25;1200;4377 7378 1007 9673
ЗАЙЦЕВА НАТАЛЬЯ ВАЛЕРЬЕВНА;4919 508062;633052388 64;кровотечения, отеки, повышение давления, беременность, схватки;Акушер-гинеколог;2025-02-04T21:25;УЗИ беременности;2025-02-07T12:05;2500;5228 6093 4550 2856
КУЗНЕЦОВ ВЛАДИМИР БОРИСОВИЧ;4516 201751;252916590 87;зуд, боли внизу живота;Гинеколог;2025-05-26T14:55;УЗИ органов малого таза;2025-05-28T12:45;2300;5211 9417 1973 8231
СТЕПАНОВА ТАТЬЯНА АЛЕКСАНДРОВНА;4921 810096;308848265 04;сыпь, кашель;Педиатр;2025-10-12T16:00;мазок из носа/горла, общий анализ крови, биохимический анализ крови;2025-10-14T10:00;2600;2200 5627 6248 8455
ВАСИЛЬЕВ СЕРГЕЙ ЮРЬЕВИЧ;4519 195339;545222715 69;деформации, отеки;Травматолог-ортопед;2025-10-07T17:35;общий анализ крови, рентген сустава;2025-10-08T11:25;2350;5112 2312 4783 9716
ТИТОВА ВАЛЕНТИНА МИХАЙЛОВНА;4913 549216;451700967 70;лихорадка, насморк, потеря аппетита;Педиатр;2025-09-01T14:35;общий анализ крови, общий анализ мочи, мазок из носа/горла, биохимический анализ крови;2025-09-04T10:00;2890;4306 4396 1472 5717
МОРОЗОВА ВАЛЕНТИНА ИЛЬИНИЧНА;1723 182792;482682018 06;подбор слуховых аппаратов;Сурдолог;2025-01-14T19:45;аудиометрия;2025-01-17T12:45;1200;5389 9426 4893 9272
СТЕПАНОВ ГЕННАДИЙ СЕМЕНОВИЧ;4020 140465;719952270 39;покраснение;Дерматолог;2025-12-24T16:50;соскоб кожи на грибки;2025-12-26T11:00;700;4306 4322 8440 2533
МОРОЗОВА ЕКАТЕРИНА МИХАЙЛОВНА;4922 995570;005863847 63;боли в ногах, варикозные узлы, сосудистые звездочки;Сосудистый хирург (флеболог);2025-08-13T11:10;УЗДГ вен нижних конечностей;2025-08-15T10:50;3500;2202 2026 7999 4975
КУЗНЕЦОВ ПАВЕЛ НИКОЛАЕВИЧ;4113 988966;996775252 07;головокружение, заложенность носа;Оториноларинголог (ЛОР);2025-09-10T13:00;аудиометрия;2025-09-12T12:00;1200;4986 2979 8896 9269
БОРИСОВ СЕРГЕЙ АНДРЕЕВИЧ;1723 258797;229159548 94;проблемы с алкоголем, абстиненция, проблемы с курением;Нарколог;2025-02-19T10:05;общий анализ крови, биохимический анализ крови;2025-02-21T09:35;1700;4306 4347 7507 8277
ВАСИЛЬЕВ ПЕТР ВИКТОРОВИЧ;3517 229273;097475971 40;набор веса, частое мочеиспускание;Эндокринолог;2025-09-07T12:25;анализ на гормоны щитовидной железы, глюкоза крови, ТТГ;2025-09-10T10:25;2170;5112 2328 1129 5559
ВАСИЛЬЕВА НАТАЛЬЯ ВЯЧЕСЛАВОВНА;8617 609274;948809945 91;кровотечение, высокая температура, припухлость, боль в животе;Хирург;2025-03-08T21:20;биохимический анализ крови, УЗИ органов брюшной полости, общий анализ крови;2025-03-09T09:00;4200;4306 4348 8137 1203
СЕМЕНОВ ЕВГЕНИЙ МИХАЙЛОВИЧ;2815 347784;467287733 41;кровохарканье;Фтизиатр;2025-08-02T19:50;рентген грудной клетки;2025-08-04T09:00;1200;2200 4045 6467 7665
ИВАНОВА НАТАЛЬЯ ИВАНОВНА;2815 253240;954560298 39;боль в горле;Оториноларинголог (ЛОР);2025-10-31T18:20;аудиометрия, мазок из зева;2025-11-03T10:20;2000;2200 7091 7782 1044
КУЗНЕЦОВА ТАТЬЯНА АЛЕКСАНДРОВНА;4624 431114;126622406 38;повышение температуры, кашель, слабость, головная боль, одышка;Терапевт;2025-01-29T16:20;биохимический анализ крови, общий анализ мочи;2025-01-31T12:25;1140;5389 9448 3094 2384
КОЗЛОВА АЛЛА СЕРГЕЕВНА;4023 968050;192506541 72;ощущение песка, покраснение глаз, ухудшение зрения, боль, слезотечение;Офтальмолог;2025-02-28T10:35;томография глаза, офтальмоскопия;2025-03-03T09:10;1000;5211 9495 5089 9123
АНТОНОВА ВАЛЕНТИНА ИВАНОВНА;4617 418948;912216494 77;кашель, потеря аппетита, лихорадка, насморк, сыпь;Педиатр;2025-01-07T09:20;общий анализ мочи;2025-01-09T11:50;290;4377 7327 4516 6215
ЗАЙЦЕВ АЛЕКСАНДР АЛЕКСАНДРОВИЧ;1725 442491;802232157 40;боль в животе, кровотечение, припухлость;Хирург;2025-04-03T14:10;биохимический анализ крови;2025-04-05T12:50;850;2200 5682 8408 4442
МОРОЗОВ АРТЕМ ИВАНОВИЧ;4015 793294;418996878 67;облысение, заболевания кожи головы;Трихолог;2025-11-18T14:20;общий анализ крови;2025-11-20T10:20;850;4377 7317 6126 6465
ЖУКОВА АЛЕКСАНДРА АЛЕКСАНДРОВНА;2815 180946;000690448 08;слабость, длительный кашель, кровохарканье, ночная потливость;Фтизиатр;2025-04-27T18:00;общий анализ крови;2025-04-30T12:00;850;2200 5693 3726 7177
ЕГОРОВА КЛАВДИЯ ВАСИЛЬЕВНА;4514 435892;023828724 55;припухлость, слабость, боль в суставах, утренняя скованность;Ревматолог;2025-04-14T18:45;ревматоидный фактор;2025-04-17T09:55;900;4306 4337 9273 3890
ГУСЕВА АННА ВИКТОРОВНА;4619 884753;205292474 47;депрессия, стресс, тревога, проблемы в отношениях, нарушения сна;Психотерапевт;2025-04-04T19:05;психодиагностика;2025-04-07T11:20;5000;5228 6070 3791 7922
ВАСИЛЬЕВ АНДРЕЙ ВЛАДИМИРОВИЧ;6618 522824;031176709 25;припухлость, кровотечение, высокая температура, боль в животе;Хирург;2025-07-17T16:45;УЗИ органов брюшной полости, общий анализ крови, биохимический анализ крови;2025-07-20T11:15;4200;4377 7318 3372 9482
ВОРОБЬЕВ СЕРГЕЙ ИВАНОВИЧ;8623 519488;877953867 08;восстановление после травм, восстановление после операций, ограничение движений, боли;Физиотерапевт;2025-06-12T18:05;ультразвуковая терапия (1 поле);2025-06-15T09:35;450;4986 2923 4476 6869
ВОЛКОВ АНДРЕЙ ВАСИЛЬЕВИЧ;4915 454673;663473585 28;боль при мочеиспускании, боль в пояснице, частые позывы;Уролог;2025-08-28T14:45;общий анализ мочи, бактериологический посев мочи;2025-08-30T10:40;1190;4306 4377 4785 4291
МАКАРОВА МАРИНА НИКОЛАЕВНА;4125 171883;389136097 22;одышка;Кардиолог;2025-03-13T16:25;эхокардиография, ЭКГ;2025-03-15T10:25;6000;4306 4332 5709 2019
НОВИКОВ АРТУР НИКОЛАЕВИЧ;4521 214718;961585745 58;лихорадка, сыпь, диарея после путешествий, слабость;Инфекционист;2025-05-16T16:00;общий анализ крови;2025-05-17T12:20;850;2200 4058 5932 2602
ИВАНОВА ВИКТОРИЯ ИГОРЕВНА;8623 264517;453362529 80;зуд, новообразования на коже, сыпь, покраснение, шелушение;Дерматолог;2025-02-01T21:00;соскоб кожи на грибки;2025-02-04T10:25;700;5228 6021 5322 6822
КУЗЬМИНА ЛЮДМИЛА ПЕТРОВНА;5820 401350;966730261 45;зубная боль;Стоматолог;2025-05-23T13:25;рентген зубов;2025-05-26T12:15;700;5228 6097 1546 2773
МЕДВЕДЕВ АЛЕКСЕЙ ИВАНОВИЧ;6618 804076;820125068 43;головная боль, головокружение, слабость, онемение конечностей, боли в спине;Невролог;2025-05-15T19:10;МРТ головного мозга;2025-05-18T09:35;7500;5112 2330 3179 9505
КУЛИКОВ АЛЕКСАНДР ВАСИЛЬЕВИЧ;3515 552453;569224466 22;депрессия, стресс, нарушения сна, проблемы в отношениях;Психотерапевт;2025-11-29T12:15;психодиагностика;2025-11-30T09:45;5000;5211 9435 9120 8585
ПЕТРОВ МИХАИЛ ИВАНОВИЧ;4913 879854;229009614 56;ощущение песка, покраснение глаз, боль, слезотечение;Офтальмолог;2025-03-21T15:55;томография глаза, офтальмоскопия;2025-03-22T10:35;1000;2200 5624 1756 6278
СОРОКИНА НАТАЛЬЯ ИВАНОВНА;4920 290882;320025574 05;боль в животе, припухлость;Хирург;2025-09-18T11:00;УЗИ органов брюшной полости, общий анализ крови;2025-09-21T09:50;3350;4986 2911 8659 6965
ЗАЙЦЕВА ЕВГЕНИЯ ВЛАДИМИРОВНА;8609 264955;127358690 84;слабость, кашель;Терапевт;2025-09-12T21:30;общий анализ мочи, биохимический анализ крови;2025-09-15T12:30;1140;4039 3344 2421 6041
ПОПОВА ЕЛЕНА ГРИГОРЬЕВНА;4613 249447;342721921 60;слабость, боль в суставах, утренняя скованность, припухлость;Ревматолог;2025-07-28T19:25;ревматоидный фактор;2025-07-29T10:35;900;5112 2391 5091 8560
НОВИКОВА МАРИЯ ПЕТРОВНА;4108 679873;857245659 48;слезотечение, зуд;Аллерголог-иммунолог;2025-05-05T11:35;общий анализ крови;2025-05-06T12:15;850;5228 6056 2797 7346
МОРОЗОВ ЕВГЕНИЙ АЛЕКСЕЕВИЧ;4623 969849;307166808 67;кровотечения, схватки, беременность, отеки, повышение давления;Акушер-гинеколог;2025-07-15T14:40;УЗИ беременности;2025-07-18T10:30;2500;4306 4366 5111 8955
КУЗНЕЦОВ ЮРИЙ ИВАНОВИЧ;8623 908881;116953914 82;отравления химическими веществами, отравления лекарствами, спутанность сознания;Токсиколог;2025-02-11T17:55;биохимический анализ крови, общий анализ крови;2025-02-13T09:20;1700;2200 5662 4075 1963
БАРАНОВ АЛЕКСАНДР ГЕННАДЬЕВИЧ;4913 775389;996264274 75;слабость, кашель, хрипы, одышка;Пульмонолог;2025-05-20T12:45;спирометрия;2025-05-23T09:40;1800;4306 4317 7983 7435
МАКСИМОВА ТАМАРА ВИКТОРОВНА;4012 325360;688017851 40;недостаток веса, пищевая непереносимость;Диетолог;2025-09-17T12:35;биохимический анализ крови;2025-09-19T11:30;850;2200 5625 6074 5038
КОРОЛЕВ НИКОЛАЙ ИВАНОВИЧ;4022 697159;056229525 63;лихорадка;Педиатр;2025-08-12T10:25;биохимический анализ крови, мазок из носа/горла, общий анализ мочи;2025-08-13T10:30;2040;4306 4399 7437 2434
ОРЛОВА АНАСТАСИЯ СЕРГЕЕВНА;4914 138350;741375627 02;деформации;Травматолог-ортопед;2025-04-06T14:30;рентген сустава, общий анализ крови;2025-04-07T09:10;2350;5112 2368 6662 4393
МОРОЗОВА ЛЮБОВЬ СЕРГЕЕВНА;4916 159861;496949147 76;заложенность носа, снижение слуха, боль в горле, головокружение;Оториноларинголог (ЛОР);2025-12-09T17:25;мазок из зева;2025-12-12T09:45;800;2200 7045 5595 7431
СМИРНОВ ВЛАДИМИР АНДРЕЕВИЧ;4115 549706;735016846 88;боль в пояснице, боль при мочеиспускании, частые позывы;Уролог;2025-12-17T14:25;УЗИ почек и мочевого пузыря;2025-12-19T12:25;2500;4986 2984 8056 4159
НИКИТИН ЮРИЙ МИХАЙЛОВИЧ;6621 430090;991444378 49;насморк, потеря аппетита, сыпь, лихорадка, кашель;Педиатр;2025-10-24T18:55;мазок из носа/горла;2025-10-27T12:55;900;2200 7044 7931 4433
МИХАЙЛОВ ГЕННАДИЙ ПЕТРОВИЧ;1712 552820;956256290 46;аритмия, отеки ног;Кардиолог;2025-10-29T18:10;эхокардиография, ЭКГ;2025-11-01T12:20;6000;5228 6056 7040 5060
КУЗНЕЦОВА НАДЕЖДА АЛЕКСАНДРОВНА;8607 927649;902510807 60;похудение;Эндокринолог;2025-05-20T14:10;ТТГ;2025-05-21T12:35;410;2200 4032 8977 6772
СЕМЕНОВА ВЕРА НИКОЛАЕВНА;4610 696812;121246265 10;высокая температура, кровотечение;Хирург;2025-12-02T12:50;биохимический анализ крови, общий анализ крови;2025-12-05T10:55;1700;5112 2372 1608 1296
ПЕТРОВА ЗОЯ ЕВГЕНЬЕВНА;4622 692197;946032952 15;боль в животе, припухлость, кровотечение;Хирург;2025-01-21T09:05;биохимический анализ крови, УЗИ органов брюшной полости, общий анализ крови;2025-01-23T10:40;4200;5211 9431 1220 2428
СМИРНОВ АРТЕМ ВЛАДИМИРОВИЧ;1719 406581;124021295 96;диарея, боль в животе, изжога, рвота;Гастроэнтеролог;2025-09-16T18:30;ФГДС;2025-09-18T09:45;5500;2200 5636 7142 4092
МЕДВЕДЕВ ИВАН АЛЕКСЕЕВИЧ;5821 970971;367669197 52;боль в животе, припухлость, кровотечение;Хирург;2025-02-08T09:50;общий анализ крови, биохимический анализ крови, УЗИ органов брюшной полости;2025-02-11T11:25;4200;2200 7080 2370 4414
КУЗЬМИНА НАДЕЖДА СЕМЕНОВНА;4920 396070;695437773 64;повышение температуры, кашель, одышка, головная боль, слабость;Терапевт;2025-12-23T15:15;общий анализ мочи;2025-12-24T11:05;290;2200 7077 2420 2199
МАКСИМОВ АНДРЕЙ ВЛАДИМИРОВИЧ;2809 850489;585606191 24;одышка, головная боль;Терапевт;2025-08-15T16:10;общий анализ крови, биохимический анализ крови;2025-08-17T11:45;1700;5211 9420 5737 8836
МАКАРОВА ТАМАРА ВИКТОРОВНА;4916 130190;181471483 73;боль при мочеиспускании, боль в пояснице;Уролог;2025-10-09T11:30;УЗИ почек и мочевого пузыря;2025-10-11T11:15;2500;4306 4316 4132 5516
КУЗНЕЦОВА НАТАЛЬЯ ИВАНОВНА;7813 263542;594904481 42;головная боль, одышка, кашель;Терапевт;2025-07-25T12:05;биохимический анализ крови, общий анализ крови, рентген грудной клетки, общий анализ мочи;2025-07-26T12:05;3190;5112 2356 2050 7245
ЛЕБЕДЕВА ВЕРОНИКА НИКОЛАЕВНА;4118 642193;139632154 71;боль в суставах, отеки, боль после травмы, деформации, нарушение движений;Травматолог-ортопед;2025-06-25T16:15;общий анализ крови;2025-06-27T11:15;850;4306 4398 3038 6697
ОРЛОВ АЛЕКСЕЙ АНДРЕЕВИЧ;3525 298265;460015018 18;головокружение, заложенность носа, боль в горле;Оториноларинголог (ЛОР);2025-12-23T18:25;аудиометрия, мазок из зева;2025-12-26T09:45;2000;2200 5618 1324 3781
МИХАЙЛОВА НИНА НИКОЛАЕВНА;6610 647700;816465047 09;необходимость проведения ФГДС, тошнота, боль в животе, необходимость проведения колоноскопии;Эндоскопист;2025-04-27T13:05;колоноскопия, ФГДС;2025-04-30T09:05;13000;4039 3396 8590 4055
СЕРГЕЕВ ВИКТОР КОНСТАНТИНОВИЧ;1713 575861;784292423 37;насморк, сыпь, кашель, лихорадка, потеря аппетита;Педиатр;2025-06-10T09:30;общий анализ мочи, биохимический анализ крови, мазок из носа/горла, общий анализ крови;2025-06-11T11:30;2890;4377 7385 5867 8870
ПАВЛОВА АННА ВАСИЛЬЕВНА;4011 318103;124945858 88;одышка;Терапевт;2025-07-09T20:05;биохимический анализ крови, общий анализ крови, рентген грудной клетки, общий анализ мочи;2025-07-11T10:05;3190;5389 9466 7754 1076
АБРАМОВ АЛЕКСАНДР ВЛАДИСЛАВОВИЧ;8618 183196;195023686 77;кашель, сыпь, потеря аппетита, насморк;Педиатр;2025-02-04T15:15;биохимический анализ крови, мазок из носа/горла, общий анализ мочи;2025-02-07T12:35;2040;2200 5613 9821 2314
СЕМЕНОВА ГАЛИНА АНАТОЛЬЕВНА;7812 824807;788185221 58;грибковые заболевания ногтей, вросший ноготь;Подолог;2025-01-29T11:50;соскоб кожи;2025-02-01T12:05;700;2200 5658 2110 3990
АНТОНОВА СВЕТЛАНА ГЕОРГИЕВНА;4615 456402;077236261 74;боли в груди, синеватый оттенок кожи, одышка при нагрузке, шумы в сердце у ребенка;Детский кардиолог;2025-11-15T18:00;общий анализ крови;2025-11-18T10:05;850;2200 5626 7250 8341
БЕЛОВА АННА БОРИСОВНА;4023 506841;391855527 23;одышка, слабость, кашель, головная боль;Терапевт;2025-04-17T15:50;общий анализ крови, биохимический анализ крови, рентген грудной клетки;2025-04-18T12:35;2900;2200 5640 7095 3506
МОРОЗОВА ЛЮДМИЛА ФЕДОРОВНА;1713 919757;103522028 90;составление программ восстановительной гимнастики;Врач ЛФК;2025-06-09T17:45;индивидуальное занятие ЛФК (30 минут);2025-06-12T10:30;2600;5389 9499 5373 8411
КУЗНЕЦОВА ЕКАТЕРИНА МИХАЙЛОВНА;7811 353391;067767724 24;диарея, вздутие, рвота, изжога;Гастроэнтеролог;2025-12-13T11:35;ФГДС, УЗИ органов брюшной полости;2025-12-15T11:10;8000;5228 6056 3198 9329
ВАСИЛЬЕВА ЛЮДМИЛА АЛЕКСАНДРОВНА;7809 786783;348288841 30;одышка, кашель, повышение температуры, головная боль;Терапевт;2025-04-20T14:15;общий анализ мочи, биохимический анализ крови, общий анализ крови, рентген грудной клетки;2025-04-21T10:40;3190;5112 2393 9135 1237
ПЕТРОВ ЕВГЕНИЙ ВЛАДИМИРОВИЧ;1723 432737;629552945 34;онемение конечностей, боли в спине, головная боль;Невролог;2025-10-16T21:40;МРТ головного мозга;2025-10-18T12:05;7500;5228 6018 5451 1405
ПЕТРОВА АЛЛА ИГОРЕВНА;4108 645197;825595435 39;повышение температуры, головная боль, одышка, слабость;Терапевт;2025-03-17T10:05;общий анализ мочи, рентген грудной клетки;2025-03-19T11:20;1490;4306 4327 1268 7518
ЗАЙЦЕВ РОМАН МИХАЙЛОВИЧ;3521 509891;035942821 69;боль при мочеиспускании;Уролог;2025-03-29T12:30;УЗИ почек и мочевого пузыря;2025-03-31T11:35;2500;2200 5687 2159 1988
СМИРНОВА АНТОНИНА ДМИТРИЕВНА;4610 779924;157597021 04;припухлость, высокая температура, боль в животе, кровотечение;Хирург;2025-03-11T10:35;биохимический анализ крови;2025-03-13T11:15;850;2200 4064 2862 8180
КУЛИКОВ НИКОЛАЙ МИХАЙЛОВИЧ;4508 443072;360336361 53;судороги, последствия инсультов, последствия черепно-мозговых травм;Неврореаниматолог;2025-10-30T10:15;общий анализ крови, МРТ головного мозга;2025-11-01T11:15;8350;2200 7045 9493 5738
СЕРГЕЕВ МИХАИЛ СЕРГЕЕВИЧ;1711 212597;089056869 19;отеки, нарушение движений;Травматолог-ортопед;2025-06-18T20:00;общий анализ крови;2025-06-20T10:30;850;5211 9417 5234 8554
ЖУРАВЛЕВ НИКИТА АЛЕКСАНДРОВИЧ;3517 976124;771971675 54;кровотечения, анемия;Гематолог;2025-12-15T17:30;коагулограмма;2025-12-17T12:45;800;4377 7347 4401 9856
АЛЕКСЕЕВ НИКИТА ОЛЕГОВИЧ;2815 775955;576248125 17;одышка, головная боль, слабость, повышение температуры;Терапевт;2025-01-19T11:30;биохимический анализ крови, общий анализ крови, рентген грудной клетки, общий анализ мочи;2025-01-22T11:05;3190;2200 4025 6512 5552
БОРИСОВ СЕМЕН БОРИСОВИЧ;4108 542497;786822322 48;необходимость удаления зуба, зубная боль, отек;Стоматолог-хирург;2025-10-28T13:50;биохимический анализ крови, рентген зубов;2025-10-29T09:35;1550;2200 4067 4415 2206
